Doctor's Pet;(-75.33021506353543;65.63570738599601)
Indulging Just a Little;(-75.85003982894955;65.87261547614736)
Retribution_1;(-75.40736486115532;65.6223297696589)
The Message, the Stick, and the Artist;(-86.22467904092935;61.96350078157685)
Art Leading Life;(-86.24780800092822;61.96543720025781)
The Kytheran Statue;(-81.00454126634588;57.48427317685969)
The Samian Statue;(-68.58621965716281;62.88492635454907)
The Thasian Statue;(-75.65642797602305;65.98381622121528)
Pieces of the Puzzle;(-86.25740289261773;61.96479888230486)
Journey's End;(-72.53533417268784;65.10907858452605)
Language of the Ancients;(-81.57113768876906;63.80615220745212)
Chasing Phantoms;(-81.55477493901583;63.80762456347335)
Origins of a Ritual;(-81.07490983352051;64.24160348660136)
The Tribute;(-79.10637986734213;64.21497327872451)
Keep the Faith;(-78.92471527667385;64.31989752545127)
Hull, Yeah!;(-74.13669989672866;62.98552542102945)
A Growing Sickness;(-77.64795014179373;62.38310603905806)
We Remember;(-78.30775888606007;62.82072085765999)
A Chest Full of Drachmae;(-75.95207726390072;61.88021234794773)
Ambition;(-82.63494110305146;59.99128446369073)
Only Fools Want War;(-82.61296844680146;59.98613286466308)
Rise Through the Ranks;(-82.61228180129365;59.97548368529024)
The Cost of War;(-82.62876129348115;59.96861142888962)
Know Your Enemy;(-82.65142059523896;59.97204773535143)
Nemesis;(-82.65309977161183;59.98779689798715)
The Dunce Conundrum;(-85.8781236848643;63.42911188807452)
Another Kind of Poetry;(-85.89116994951274;63.42911188807452)
Barnabas Abroad;(-86.26559664325816;62.12221075791493)
Throwing the Bet;(-86.37065340595348;62.03475472756524)
Gutter Runner;(-86.20311190204723;61.98867490762977)
The Drachmae of Romance;(-86.14474703388316;62.0009266984671)
Kallipateira;(-85.97995211200816;61.92831139417818)
Let My Patients Go;(-79.73176162880475;63.94403190316293)
Too Much of a Good Thing;(-79.85810440224225;63.74790677562968)
Training Days;(-83.23579695871217;60.20936818167109)
Brothers in Arms;(-83.50822858220141;59.91577053062337)
Not My Mother's Daughter;(-82.91205754840075;60.16912451099109)
A Treasury of Legends;(-82.49434669404343;60.18858800386357)
Sacred Favors;(-81.71441350667988;60.00136969724341)
A Godless Blight;(-82.35234054099033;59.64584947835176)
End of the Day;(-83.22002524347442;60.2115343368577)
I, Diona;(-80.84182629818446;57.1281770710409)
Place in the Kosmos;(-80.72578320736415;57.02330448134494)
All Bonds Will Break;(-80.73586616490883;57.02017547726805)
Atoll Order;(-80.68519167085509;56.51253273096251)
Pick Your Poison;(-81.08068899921955;56.97049407388855)
The Handmaiden's Story;(-81.25831064745933;57.42142529902741)
In a Rush;(-81.26950091747824;57.41279568875748)
By the Fates;(-81.18392445155888;57.14076025971963)
Purple Pain;(-81.46020675612243;57.35811863144741)
Idiot Hunt;(-80.68257029027433;57.02152678328489)
Takes Drachmae to Make Drachmae;(-81.1945880349702;57.36619550669586)
Left to Dye;(-81.31612428985301;57.32060675599945)
The Goddesses' Hunt;(-84.10746656457644;64.69342186832404)
Another Wolf Another Day;(-80.31107289586282;62.85590412414799)
Begging for Revenge;(-80.45901428268809;63.02885599280289)
Competing Admirers;(-81.61014979713013;62.43890580263726)
Rival Lovers;(-81.59641688697388;62.44335336804584)
Dare to Desert;(-80.65320653969593;62.82668844943344)
Effects of the Dead;(-78.61299810621625;66.14077168807398)
Fight Fire with Fire;(-77.34738530693994;62.42246863959341)
Falling on Deaf Ears;(-81.7648136589329;61.33199946865219)
Grieving Widow to Be;(-80.51996863551011;61.22512955560146)
Honey Eyes;(-73.36309911485029;60.65779044276961)
Infantile Revenge;(-80.6258354598516;61.16847226041097)
Left for Dead;(-83.00952679612783;64.47583479993487)
Positive Change;(-78.23960350134075;62.50457801570397)
The Real Killer;(-82.16915445504719;62.04250928325005)
Rightfully Mine;(-80.3523549287222;62.90770355306157)
Sent by Brasidas;(-85.62598614259196;60.97566717975586)
There Goes the Neighborhood;(-81.78650163137706;61.32829829004228)
Trouble Follows;(-73.30731746043534;60.67300497595713)
Wasted Devotion;(-87.91672002357473;62.29519713336448)
Gaia the Fist;(-79.30143658332418;65.57272977244516)
Agis of the North;(-77.93836037969209;66.2114990696957)
Taking Out the Competition;(-78.96404825456733;65.83854703148498)
More Questions Than Answers;(-79.06333775972746;65.74830475002913)
Thank You, Misthios;(-84.69761492989556;62.72500782450104)
On the Grapevine;(-85.50750803322046;62.74105129487907)
The Favor;(-85.73143496700146;59.70987026454561)
No More Wine;(-87.6665647163897;62.8159100753363)
A Great Escape;(-88.19653503032;63.973628097659)
