Statue of Dionysos;(-81.74523776245564;62.39824746097466)
Fountain of Glauke;(-81.8103678539685;62.47783274038963)
Tomb of Medeas's Children;(-81.75406292232788;62.49052177204711)
Cyclopean Head of Medusa;(-81.96442533851916;62.0313514891411)
Monument of Melissa;(-80.88487837704582;61.80344695344179)
Hall of the Forty-Nine Skulls;(-81.73289268516743;61.79309999494212)
The Bloody Oracle;(-81.68482749962055;61.75542939046585)
Buried Head of Medusa;(-81.87914849484537;61.74957981560377)
Akropolis of Argos;(-82.11947442257974;61.7164112224577)
Polykleitos's Workshop;(-81.76653863156412;61.63148366443507)
Argos;(-81.82696343625162;61.61255518671867)
Pheidon's Tomb;(-82.01647759640787;61.5781929591946)
Lesche of the Knidians;(-83.02940896541412;64.59197775197046)
Lost Garden of Bacchylides;(-75.91770838703673;61.60764492916825)
Shrine of Aphrodite;(-75.34591215135686;61.77281747201777)
Temenos of Ino;(-80.61087186373135;62.87129827796274)
Garden of Kynosarges;(-77.220621567747;62.31164567656958)
Memorial of the Amazons;(-77.132730942747;62.41420701112162)
Odeon of Perikles;(-77.36619041540325;62.45678457815079)
Theater of Dionysos;(-77.47742698766888;62.44344589194971)
Pnyx;(-78.10090110876263;62.41611476580794)
Panathenaia;(-78.09815452673138;62.5069101532679)
Areopagus;(-78.04184959509075;62.54808962792129)
House of Aphrodite;(-78.319254380247;62.68515403767768)
Bouleuterion of Athens;(-78.0940346536845;62.65741332231954)
Monument of the Eponymous Hereos;(-78.03086326696575;62.63501265908057)
Agora of Athens;(-77.97087647056964;62.64769012190877)
Tavern;(-77.76488281822589;62.68741478434212)
Pilgrimage Site;(-81.20905994477789;57.34669287102906)
Altar of Apollo Maleatas;(-79.99347569817758;61.04359185740416)
Monument of Hippolytos;(-77.696597536659;62.49972662232523)
Propylea;(-77.70552392826056;62.53648297312575)
Statue of Demeter and Kore;(-78.12524251361407;62.72884297831355)
Shipwreck of Dionysos and the Pirate;(-71.69299039741713;60.54544011724419)
Cave of Iphimedeia;(-71.42661129711274;60.50707965213735)
Cave of Mt. Zas;(-71.23639110394788;60.61202109610552)
Sanctuary of Mt. Zas;(-71.29132274457288;60.70286979211021)
Deathbed of Ariadne;(-71.40332473531794;60.78378577703742)
Temple of Dionysos;(-71.39920486227106;60.84105897187666)
Giant Heroes Burial Ground;(-71.13452387425434;60.84495538569771)
Naxos;(-71.54358302099428;60.90046173125959)
Bronze Vessel of Ares;(-71.2318459604474;60.99144743080669)
Sanctuary of Sounion;(-77.59305401672304;61.65005610293586)
Sami;(-88.25751853919354;63.92378753757031)
Tripods of the Deinomenids;(-83.00111529712109;64.56133900179587)
Palm Tree of Eurymedon;(-83.01141497973828;64.55573447345081)
Korkyraean Bull;(-82.88438556079296;64.50051259614882)
Monument of Militiades;(-82.85760638598828;64.49755640660968)
Monument of Epigones;(-82.90172177408664;64.48757259992699)
Sybil Rock;(-82.96520550627156;64.5201848057378)
Temple of Zeus_1;(-77.17878185476542;62.44772387406214)
Parthenon;(-77.47266613210917;62.5121298529531)
Dedication of the Knidians;(-83.01096481668316;64.46271890645451)
Apollo of Salamina;(-82.94706578528292;64.55663092884245)
Sikyonian Treasury;(-82.93786258035243;64.48122279988753)
Krotoniate Tripod;(-82.9377357587889;64.55545092009564)
Athenian Treasury;(-83.00022049999984;64.49411488308276)
Altar of the Twelve Gods;(-77.96316528320312;62.67317828074536)
Temple of Themis;(-77.73413296585659;62.50436659690652)
Prytaneion;(-77.22702394378956;62.48190515432337)
Statue of Zeus at Mt. Hymettos;(-76.92618661622771;62.56622258159489)
Lykeion Garden;(-77.09688780404332;62.59576447077165)
Cemetery Road;(-78.34102674842126;62.79445743920392)
Kerkyon Wrestling Ground;(-79.60736312150163;63.02367060177755)
Spring of Rheitoi;(-79.22238600461964;62.95657416312227)
Anthion Flowery Well;(-79.31233656614307;62.95376428081232)
Altar of Prometheus;(-78.90389023760736;62.98784428890726)
Kolonos Hippios;(-78.27020104532625;63.2342620849031)
Tomb of the Epigones;(-79.6894469265979;62.94610397198559)
Gymnasium;(-79.89334389612435;63.81082648837818)
Statue of Theseus;(-74.14660674643187;64.36606289555883)
Temenos of Zeus Ainesios;(-88.26546116866888;63.65514959280737)
Phorkys Anchorage;(-87.85746551286314;64.1743059690028)
Raven's Rock;(-87.78536773454283;64.15216175814464)
Gortyn Code;(-72.60452733657468;56.79083109337529)
Suenites Quarry;(-72.00728026514935;61.51995586304758)
Statue of Artemis Agrotera;(-71.97393001631463;61.64380386579315)
Shipwreck of Ajax;(-72.20522973023026;61.96596016543161)
Altar of Artemis;(-72.23305100960613;61.68369017909245)
Temple of Artemis;(-72.19734544319988;61.64197208453731)
Tavern_1;(-72.2638383393492;61.63873702052806)
Mykonos City;(-72.34108595897811;61.64265089435017)
Rhenea;(-73.6948576181544;61.35094576652589)
Sunken Wreck of Datis;(-73.67563154393565;61.4180321178448)
Farm of Elais;(-73.12432980207063;61.44483165216809)
Temple of Hera;(-73.25269311376582;61.57859333236414)
Archgesion of Delos;(-73.29538056795337;62.01209062295148)
Tomb of Brizo;(-73.34344575350025;61.93916414488899)
Kynthos Ruins;(-73.36473176424244;61.92251741526871)
Sacred Lake;(-73.35385275653289;61.77938370950069)
Terrace of the Lions;(-73.44311667254851;61.79496500413695)
Hestiatorion;(-73.56121969989226;61.73324278273395)
Treasuries;(-73.45547629168914;61.70656650455642)
Grand Temple of Apollo;(-73.46096945575164;61.65770866555112)
Statue of Apollo;(-73.53650046161101;61.64857997000244)
Sanctuary of Apollo;(-73.51040793231414;61.6837758013652)
Stele of Leitos;(-80.44733212028689;63.46898828601518)
Daidalos's Statue of Herakles;(-86.0358003401497;60.80446414146822)
Tomb of Leonidas;(-82.63218103307042;59.98704473055476)
Grave of Laios;(-81.73475503543978;64.39078492223065)
Tower of Timon;(-77.86720343724812;63.29003888728349)
Statue of Herakles;(-86.886622573371;62.005989607749)
Racecourse of Atalanta;(-86.62236251997854;61.01622446684176)
Battle of the Giants and Gods;(-86.53447189497854;61.35115767821051)
Shrine of Aphrodite_1;(-81.33325142078684;57.14159262622439)
Skandeia Harbor;(-80.73037666492746;57.03862598999059)
Kythera Town;(-81.17422567733081;57.18299549842087)
Olive Farm;(-80.97252845281389;57.31089032064649)
Murex Dyeing Facility;(-81.52459144109514;57.40126490761474)
Altar of Aphrodite;(-81.34606360906389;57.53198689513256)
Statue of Nemesis;(-78.1135104986684;63.74739814929516)
Specter on the Rock;(-80.88731910532363;64.31280934897059)
Site of Iphigenia's Sacrifice;(-79.09984100688689;64.21813470035453)
Bridge to Euboea;(-78.57266732175577;64.0539141087721)
Chariot of Amphiaraos;(-78.80164630898611;63.85392183185177)
Battleground of Plataia;(-80.542703723422;63.46729230837394)
Port of Kreusis;(-81.64895471683144;63.51138018100728)
Potidaia;(-79.25415768502859;65.57047281162728)
Tripod of Plataia;(-82.94425889111312;64.55397583733036)
Lalaia;(-83.72806473828109;64.93074687253042)
Kephisos Spring;(-83.58167727774548;64.87168290668538)
Panoramos;(-81.01055288362915;63.23564178920035)
Sanctuary of Asklepios;(-80.48066279093234;61.2184634726481)
Stele of Themistokles;(-79.67615208510506;61.28556439343871)
Heraion of Argos;(-80.91193675774946;61.63751794730395)
Club of Herakles;(-79.99491443807483;61.23777004929981)
Bronze Club of Periphetes;(-80.62415591521062;61.65801188204993)
Epidauros;(-80.17336772119432;61.47262626830941)
Olive Tree of Herakles;(-80.5455295864287;61.34578890361618)
Abaton;(-80.50433085595995;61.23958692590971)
Zakros;(-69.50381941651318;56.72329126436022)
Lato;(-70.7259596289498;57.08430725223017)
Heraklion;(-72.24557992286543;57.14021887594278)
Fisherman's Beachhead;(-72.27859155592927;57.18731713104423)
Temple of Poseidon_1;(-72.36373559889802;57.07328225108468)
Knossos Palace;(-71.98470727858552;56.83364064395678)
Gortyn;(-72.55736963210114;56.7930490652461)
Temple of Demeter;(-72.66036645827302;56.76746884222617)
Daidalos Armory;(-72.70019189772614;56.67930945149111)
Temple of Athena Poliouchos;(-72.77846948561677;56.86893457322418)
Phaistos Theater;(-73.6340197884299;56.54628895825069)
Myrina;(-73.52340144725343;64.93812472078949)
Temple of Hephaistos;(-73.43825740428468;65.10860593275008)
Aliki Quarry;(-75.37379289422717;65.63234225783809)
Silver Mines;(-75.34220720086779;65.79613883654224)
Sanctuary of Pan;(-75.43009782586779;65.87371959637902)
Thasos Temple;(-75.36829973016467;65.8981259016248)
Vineyard of Glory;(-75.94096208368029;65.86698273437054)
Temple of Herakles;(-75.76618371074159;65.90805853667527)
Champion's Gymnasium;(-75.81287560527284;65.95118686887103)
Thasos City;(-75.68172631328065;65.9718850328495)
Thasos Agora;(-75.66524682109315;65.9858607910677)
Thasos Theater;(-75.43703541881882;66.03945666554627)
Phaistos Village;(-73.54887574546115;56.51220661668835)
Summit of Mount Ida;(-73.27010657687845;56.98509464130123)
Kresilas's Residence;(-74.80023788610174;56.99843083601255)
Kydonia;(-74.88263534703924;57.13654992414525)
Melos;(-77.65196453235018;59.50489579482434)
Herb Fishing Village;(-69.24004290045303;60.3076279042076)
Hippocratic School of Medicine;(-70.22414822448195;59.87914012324128)
Astypalia City;(-70.18432278502883;59.85466619797438)
Paros Harbor;(-73.2302818597878;60.69753628662507)
Fortified Marble Quarry;(-72.95837023869404;60.63833565885308)
Bull of Oreos;(-78.24005672941672;64.77863231319212)
Eretria;(-77.03199570706954;64.07476082533586)
Temple of Artemis Amarysia;(-75.53510850003829;63.96768437369681)
Smuggler's Shipwreck;(-76.97706406644454;63.95562763279062)
Karystos Dock;(-75.90500687633852;63.71180954322998)
Copper Mine;(-75.86930130993227;63.89005987773223)
Slave Market;(-77.94677844635834;64.07995093008066)
Chalkis City;(-77.93029895417084;64.14470663213892)
Oreos Quarry;(-78.66153766798;64.726358298744)
Vouliagmeni Sinkhole;(-78.11401155869305;61.92804148123821)
Temple of Hephaistos_1;(-78.14455572502067;62.68865684092431)
Temple of Asklepios;(-78.88286349970224;62.36113137488316)
Statue of Athena;(-77.63963779576602;62.54129969496334)
Statue of Artemis Tauropolos;(-77.65821120450335;63.47157731238523)
Sanctuary of Eleusis;(-79.4485590802845;62.90350923093752)
Port of Piraeus;(-78.81226585485638;62.38875866143867)
Phaleron Sunken Harbor;(-78.34129122177899;62.26119521599344)
Parnes Hunting Grounds;(-77.81884702003401;62.98668370235333)
Mt. Pentelikos Village;(-77.0852210037865;62.79437495898203)
Mt. Pentelikos Marble Quarry;(-77.1950842850365;62.84581354988718)
Marble Trophy;(-77.74323411511403;63.66992753366542)
Marathon;(-77.44385667370778;63.61505445408306)
Marble Workshop;(-78.33977117871649;62.62661538523135)
Hermippos's Residence;(-77.98872925377276;62.74094997852218)
Erechtheion;(-77.5414839759099;62.55585101786068)
Entrance to the Underworld;(-79.13489148745498;63.05417851371477)
Dekelia;(-77.83585326032602;63.30019785522288)
Eleusis Telesterion;(-79.44662854800185;62.87064567595106)
Cave of Pan;(-77.21035949758715;63.44215415427239)
Burned Temple of Hera;(-78.11696453049319;62.28379624900811)
Burned Farm;(-78.03542381375229;63.1292909092062)
Athenian Tumulus;(-77.46566880569515;63.57946520336307)
Athens Mint;(-77.8633217630595;62.60564532648862)
Athens;(-77.81113670446575;62.52845728605981)
Spring of Piera;(-86.70247899687968;61.99551297670904)
Temple of Zeus_2;(-86.13736974394999;61.9861617095933)
Sanctuary of Olympia;(-86.17238866484843;61.97293605605206)
Leonidaion;(-86.21290074980936;61.91609731798187)
Phidias's Workshop;(-86.24929296172343;61.96777326907568)
Hippodrome;(-85.78306066191874;61.9419462237523)
Forest of Pholos;(-87.66597235851867;62.00541453692566)
Stadium;(-85.89275840200645;62.02385492168023)
Altar of Zeus;(-86.03385452301336;62.0400751678622)
Treasuries_1;(-86.04758743316961;62.07289495856624)
Prytaneion_1;(-86.16019729645086;62.07546756116393)
Underwater Ruins of Dyspontion;(-87.21628676851219;62.19050642005717)
Olympic Shipwreck;(-88.79076491792625;61.88658605846333)
Kyllene;(-88.82282468901167;62.05739392658261)
Temple of Apollo;(-88.21308347807417;62.2900905862781)
Temple of Hades;(-88.21171018705854;62.32710507541776)
Elis;(-88.00296995268354;62.32455381461817)
Cave of Ionides;(-85.9304166603817;61.54301392501725)
Destroyed House of Oinomaos;(-85.57954609130292;62.17793001397419)
Statue of Kronos;(-85.84047138427167;62.25474654503307)
Olympic Tree;(-86.25380049909597;61.99222198527321)
Olympic Gymnasium;(-86.25586043561941;62.04239673955541)
Phigaleia Fishing Port;(-86.75350116876473;60.85477786194896)
Pellene;(-83.70805260127077;62.92203319940923)
Boura;(-84.67600988881355;62.73254048151955)
Patrai;(-85.93682609344006;63.41411939496172)
Zanes of the Cheats;(-86.01387683520619;62.05651561485055)
Pelopeion;(-86.09633002947868;62.02255574223955)
Temple of Hera_1;(-86.11143623065055;62.04702715830732)
Olympic Pool;(-86.33665595721305;61.9735538236534)
Tomb of the First Champion;(-86.49193284502746;62.33725732822506)
Pavlopetri;(-81.36057591444239;58.33813947989981)
Andania Mine;(-85.98197869912747;60.51556079816366)
Shipwreck of Nestor;(-86.44658391649716;58.88760845310394)
Keadas Cave;(-85.31608190568153;60.04971221765216)
Aipeia;(-85.62919225724403;59.75911307846391)
Forge;(-85.7321890834159;59.69611455327408)
Statue of Fury Demeter;(-86.10877194786315;61.10197489165162)
Stymphalos;(-84.1727238588723;62.41435809757733)
Waterfall of Styx;(-84.56557690698895;61.94603953003545)
Tegea;(-83.87802769990083;61.25216227011093)
Origins of the Karyatids;(-85.67795430552741;60.99639837764693)
Madness Cave;(-85.47882710826178;60.78796960191376)
Grotto of Pan;(-86.45961689142098;60.80189683104927)
Temple of Artemis Orthia;(-82.0518540077868;60.22984632734745)
Limnai;(-82.13150488669305;60.16978690215234)
Persian Trophies;(-82.3814438515368;60.08291627814013)
Sparta;(-82.61353003317743;60.12398609337112)
Temple of Athena Chalkioikos;(-82.7989243202868;60.1622717427634)
Pitana;(-83.1504868202868;60.18617764827879)
Gorani Marble Quarry;(-83.24112402731805;59.66453892773753)
Agoge Camp North;(-83.5075424843493;59.91537085445143)
Dromos_1;(-82.7275131874743;59.99238231440413)
Mesoa;(-82.7989243202868;59.89884510787116)
Boar Fighting Club;(-82.1836899452868;59.93464049855842)
Akriai;(-81.6947983437243;59.8285188768106)
Menelaion;(-81.91589819723993;59.69781505622818)
Amyklai Farm;(-82.3374985390368;59.64303052664383)
Krokeai;(-81.9255112343493;59.40832207794759)
Altar of the Dioskouroi;(-82.23724829489618;59.37755694338847)
Village of Gytheion;(-82.77554253020071;59.25021987819284)
Tomb of Orestes;(-82.71771193660902;60.14546672065945)
Temple of Dionysos Kolanatas;(-82.4727251697741;60.19772460060891)
Tainaros;(-83.35678125449999;58.07888107410691)
Tydeus's Lair;(-81.26583179250514;61.17665732929646)
Nauplia;(-81.67781909719264;61.32329646830798)
Learna Swamp;(-81.99642261281764;61.38846927269824)
Palace of Hippomedon;(-82.28069385305201;61.44891231865603)
Altar of Love;(-78.72587915286994;62.99527048736265)
Akropolis Sanctuary;(-77.58192773685431;62.53397496437789)
Chariot of Hippolytos;(-80.56283086815188;60.63010109224653)
Nemean Lion;(-80.58343023338625;60.80675224170386)
Asine Ruins;(-81.12163623586451;61.04529305225561)
Fort Tiryns;(-81.21227344289576;61.32922687810562)
Alponos;(-81.04625123291;64.659757245838)
Shepherd's Hill;(-87.919561725708;63.674768581299)
Huntress Village;(-68.676353256218;64.342175912051)
Chios;(-68.558226235192;64.132810068925)
Mastic Farm;(-68.73040728912;63.759405879179)
Ruined Temple of Athena Poliouchos;(-68.927474549862;63.503232601438)
Phidias's Workshop_1;(-78.29788580274;62.540808172554)
Perikles's Residence;(-77.826869811181;62.392147909767)
Tumulus of Plataia;(-80.309986429076;63.462456501927)
